province,date_recovered,recovered
Nunavut,5/2/2022,0
Nunavut,6/2/2022,0
Nunavut,7/2/2022,0
Nunavut,8/2/2022,196
Nunavut,9/2/2022,0
Nunavut,10/2/2022,0
Nunavut,11/2/2022,112
Nunavut,12/2/2022,0
Nunavut,13-02-2022,0
Nunavut,14-02-2022,0
Nunavut,15-02-2022,154
Nunavut,16-02-2022,0
Nunavut,17-02-2022,68
Nunavut,18-02-2022,0
Nunavut,19-02-2022,0
Nunavut,20-02-2022,0
Nunavut,21-02-2022,0
Nunavut,22-02-2022,0
Nunavut,23-02-2022,256
Nunavut,24-02-2022,69
Nunavut,25-02-2022,0
Nunavut,26-02-2022,0
Nunavut,27-02-2022,0
Nunavut,28-02-2022,0
Nunavut,1/3/2022,0
Nunavut,2/3/2022,216
Nunavut,3/3/2022,0
Nunavut,4/3/2022,45
Nunavut,5/3/2022,0
Nunavut,6/3/2022,0
Nunavut,7/3/2022,0
Nunavut,8/3/2022,163
Nunavut,9/3/2022,0
Nunavut,10/3/2022,0
Nunavut,11/3/2022,136
Nunavut,12/3/2022,0
Nunavut,13-03-2022,0
Nunavut,14-03-2022,0
NWT,12/2/2020,0
NWT,13-02-2020,0
NWT,14-02-2020,0
NWT,15-02-2020,0
NWT,16-02-2020,0
NWT,17-02-2020,0
NWT,18-02-2020,0
NWT,19-02-2020,0
NWT,20-02-2020,0
NWT,21-02-2020,0
NWT,22-02-2020,0
NWT,23-02-2020,0
NWT,24-02-2020,0
NWT,25-02-2020,0
NWT,26-02-2020,0
NWT,27-02-2020,0
NWT,28-02-2020,0
NWT,29-02-2020,0
NWT,1/3/2020,0
NWT,2/3/2020,0
NWT,3/3/2020,0
NWT,4/3/2020,0
NWT,5/3/2020,0
NWT,6/3/2020,0
NWT,7/3/2020,0
NWT,8/3/2020,0
NWT,9/3/2020,0
NWT,10/3/2020,0
NWT,11/3/2020,0
NWT,12/3/2020,0
NWT,13-03-2020,0
NWT,14-03-2020,0
NWT,15-03-2020,0
NWT,16-03-2020,0
NWT,17-03-2020,0
NWT,18-03-2020,0
NWT,19-03-2020,0
NWT,20-03-2020,0
NWT,21-03-2020,0
NWT,22-03-2020,0
NWT,23-03-2020,0
NWT,24-03-2020,0
NWT,25-03-2020,0
NWT,26-03-2020,0
NWT,27-03-2020,0
NWT,28-03-2020,0
NWT,29-03-2020,0
NWT,30-03-2020,0
NWT,31-03-2020,0
NWT,1/4/2020,0
NWT,2/4/2020,0
NWT,3/4/2020,1
NWT,4/4/2020,0
NWT,5/4/2020,0
NWT,6/4/2020,0
NWT,7/4/2020,0
NWT,8/4/2020,0
NWT,9/4/2020,0
NWT,10/4/2020,0
NWT,11/4/2020,0
NWT,12/4/2020,0
NWT,13-04-2020,1
NWT,14-04-2020,0
NWT,15-04-2020,0
NWT,16-04-2020,0
NWT,17-04-2020,1
NWT,18-04-2020,0
NWT,19-04-2020,0
NWT,20-04-2020,2
NWT,21-04-2020,0
NWT,22-04-2020,0
NWT,23-04-2020,0
NWT,24-04-2020,0
NWT,25-04-2020,0
NWT,26-04-2020,0
NWT,27-04-2020,0
NWT,28-04-2020,0
NWT,29-04-2020,0
NWT,30-04-2020,0
NWT,1/5/2020,0
NWT,2/5/2020,0
NWT,3/5/2020,0
NWT,4/5/2020,0
NWT,5/5/2020,0
NWT,6/5/2020,0
NWT,7/5/2020,0
NWT,8/5/2020,0
NWT,9/5/2020,0
NWT,10/5/2020,0
NWT,11/5/2020,0
NWT,12/5/2020,0
NWT,13-05-2020,0
NWT,14-05-2020,0
NWT,15-05-2020,0
NWT,16-05-2020,0
NWT,17-05-2020,0
NWT,18-05-2020,0
NWT,19-05-2020,0
NWT,20-05-2020,0
NWT,21-05-2020,0
NWT,22-05-2020,0
NWT,23-05-2020,0
NWT,24-05-2020,0
NWT,25-05-2020,0
NWT,26-05-2020,0
NWT,27-05-2020,0
NWT,28-05-2020,0
NWT,29-05-2020,0
NWT,30-05-2020,0
NWT,31-05-2020,0
NWT,1/6/2020,0
NWT,2/6/2020,0
NWT,3/6/2020,0
NWT,4/6/2020,0
NWT,5/6/2020,0
NWT,6/6/2020,0
NWT,7/6/2020,0
NWT,8/6/2020,0
NWT,9/6/2020,0
NWT,10/6/2020,0
NWT,11/6/2020,0
NWT,12/6/2020,0
NWT,13-06-2020,0
NWT,14-06-2020,0
NWT,15-06-2020,0
NWT,16-06-2020,0
NWT,17-06-2020,0
NWT,18-06-2020,0
NWT,19-06-2020,0
NWT,20-06-2020,0
NWT,21-06-2020,0
NWT,22-06-2020,0
NWT,23-06-2020,0
NWT,24-06-2020,0
NWT,25-06-2020,0
NWT,26-06-2020,0
NWT,27-06-2020,0
NWT,28-06-2020,0
NWT,29-06-2020,0
NWT,30-06-2020,0
NWT,1/7/2020,0
NWT,2/7/2020,0
NWT,3/7/2020,0
NWT,4/7/2020,0
NWT,5/7/2020,0
NWT,6/7/2020,0
NWT,7/7/2020,0
NWT,8/7/2020,0
NWT,9/7/2020,0
NWT,10/7/2020,0
NWT,11/7/2020,0
NWT,12/7/2020,0
NWT,13-07-2020,0
NWT,14-07-2020,0
NWT,15-07-2020,0
NWT,16-07-2020,0
NWT,17-07-2020,0
NWT,18-07-2020,0
NWT,19-07-2020,0
NWT,20-07-2020,0
NWT,21-07-2020,0
NWT,22-07-2020,0
NWT,23-07-2020,0
NWT,24-07-2020,0
NWT,25-07-2020,0
NWT,26-07-2020,0
NWT,27-07-2020,0
NWT,28-07-2020,0
NWT,29-07-2020,0
NWT,30-07-2020,0
NWT,31-07-2020,0
NWT,1/8/2020,0
NWT,2/8/2020,0
NWT,3/8/2020,0
NWT,4/8/2020,0
NWT,5/8/2020,0
NWT,6/8/2020,0
NWT,7/8/2020,0
NWT,8/8/2020,0
NWT,9/8/2020,0
NWT,10/8/2020,0
NWT,11/8/2020,0
NWT,12/8/2020,0
NWT,13-08-2020,0
NWT,14-08-2020,0
NWT,15-08-2020,0
NWT,16-08-2020,0
NWT,17-08-2020,0
NWT,18-08-2020,0
NWT,19-08-2020,0
NWT,20-08-2020,0
NWT,21-08-2020,0
NWT,22-08-2020,0
NWT,23-08-2020,0
NWT,24-08-2020,0
NWT,25-08-2020,0
NWT,26-08-2020,0
NWT,27-08-2020,0
NWT,28-08-2020,0
NWT,29-08-2020,0
NWT,30-08-2020,0
NWT,31-08-2020,0
NWT,1/9/2020,0
NWT,2/9/2020,0
NWT,3/9/2020,0
NWT,4/9/2020,0
NWT,5/9/2020,0
NWT,6/9/2020,0
NWT,7/9/2020,0
NWT,8/9/2020,0
NWT,9/9/2020,0
NWT,10/9/2020,0
NWT,11/9/2020,0
NWT,12/9/2020,0
NWT,13-09-2020,0
NWT,14-09-2020,0
NWT,15-09-2020,0
NWT,16-09-2020,0
NWT,17-09-2020,0
NWT,18-09-2020,0
NWT,19-09-2020,0
NWT,20-09-2020,0
NWT,21-09-2020,0
NWT,22-09-2020,0
NWT,23-09-2020,0
NWT,24-09-2020,0
NWT,25-09-2020,0
NWT,26-09-2020,0
NWT,27-09-2020,0
NWT,28-09-2020,0
NWT,29-09-2020,0
NWT,30-09-2020,0
NWT,1/10/2020,0
NWT,2/10/2020,0
NWT,3/10/2020,0
NWT,4/10/2020,0
NWT,5/10/2020,0
NWT,6/10/2020,0
NWT,7/10/2020,0
NWT,8/10/2020,0
NWT,9/10/2020,0
NWT,10/10/2020,0
NWT,11/10/2020,0
NWT,12/10/2020,0
NWT,13-10-2020,0
NWT,14-10-2020,0
NWT,15-10-2020,0
NWT,16-10-2020,0
NWT,17-10-2020,0
NWT,18-10-2020,0
NWT,19-10-2020,0
NWT,20-10-2020,0
NWT,21-10-2020,0
NWT,22-10-2020,0
NWT,23-10-2020,0
NWT,24-10-2020,0
NWT,25-10-2020,0
NWT,26-10-2020,3
NWT,27-10-2020,0
NWT,28-10-2020,0
NWT,29-10-2020,0
NWT,30-10-2020,0
NWT,31-10-2020,0
NWT,1/11/2020,0
NWT,2/11/2020,0
NWT,3/11/2020,1
NWT,4/11/2020,0
NWT,5/11/2020,1
NWT,6/11/2020,0
NWT,7/11/2020,0
NWT,8/11/2020,0
NWT,9/11/2020,0
NWT,10/11/2020,0
NWT,11/11/2020,0
NWT,12/11/2020,0
NWT,13-11-2020,0
NWT,14-11-2020,0
NWT,15-11-2020,0
NWT,16-11-2020,0
NWT,17-11-2020,0
NWT,18-11-2020,0
NWT,19-11-2020,0
NWT,20-11-2020,0
NWT,21-11-2020,0
NWT,22-11-2020,0
NWT,23-11-2020,0
NWT,24-11-2020,5
NWT,25-11-2020,0
NWT,26-11-2020,0
NWT,27-11-2020,0
NWT,28-11-2020,0
NWT,29-11-2020,0
NWT,30-11-2020,0
NWT,1/12/2020,0
NWT,2/12/2020,0
NWT,3/12/2020,0
NWT,4/12/2020,0
NWT,5/12/2020,0
NWT,6/12/2020,0
NWT,7/12/2020,0
NWT,8/12/2020,0
NWT,9/12/2020,0
NWT,10/12/2020,0
NWT,11/12/2020,0
NWT,12/12/2020,0
NWT,13-12-2020,0
NWT,14-12-2020,0
NWT,15-12-2020,0
NWT,16-12-2020,0
NWT,17-12-2020,0
NWT,18-12-2020,0
NWT,19-12-2020,0
NWT,20-12-2020,0
NWT,21-12-2020,6
NWT,22-12-2020,0
NWT,23-12-2020,2
NWT,24-12-2020,0
NWT,25-12-2020,0
NWT,26-12-2020,0
NWT,27-12-2020,0
NWT,28-12-2020,0
NWT,29-12-2020,1
NWT,30-12-2020,0
NWT,31-12-2020,0
NWT,1/1/2021,0
NWT,2/1/2021,0
NWT,3/1/2021,0
NWT,4/1/2021,0
NWT,5/1/2021,0
NWT,6/1/2021,0
NWT,7/1/2021,0
NWT,8/1/2021,0
NWT,9/1/2021,0
NWT,10/1/2021,0
NWT,11/1/2021,0
NWT,12/1/2021,0
NWT,13-01-2021,0
NWT,14-01-2021,0
NWT,15-01-2021,0
NWT,16-01-2021,0
NWT,17-01-2021,0
NWT,18-01-2021,0
NWT,19-01-2021,0
NWT,20-01-2021,0
NWT,21-01-2021,0
NWT,22-01-2021,0
NWT,23-01-2021,0
NWT,24-01-2021,0
NWT,25-01-2021,1
NWT,26-01-2021,1
NWT,27-01-2021,2
NWT,28-01-2021,3
NWT,29-01-2021,4
NWT,30-01-2021,0
NWT,31-01-2021,0
NWT,1/2/2021,0
NWT,2/2/2021,0
NWT,3/2/2021,0
NWT,4/2/2021,0
NWT,5/2/2021,0
NWT,6/2/2021,0
NWT,7/2/2021,0
NWT,8/2/2021,0
NWT,9/2/2021,0
NWT,10/2/2021,1
NWT,11/2/2021,1
NWT,12/2/2021,0
NWT,13-02-2021,0
NWT,14-02-2021,0
NWT,15-02-2021,0
NWT,16-02-2021,0
NWT,17-02-2021,0
NWT,18-02-2021,2
NWT,19-02-2021,0
NWT,20-02-2021,0
NWT,21-02-2021,0
NWT,22-02-2021,3
NWT,23-02-2021,0
NWT,24-02-2021,0
NWT,25-02-2021,1
NWT,26-02-2021,1
NWT,27-02-2021,0
NWT,28-02-2021,0
NWT,1/3/2021,0
NWT,2/3/2021,0
NWT,3/3/2021,1
NWT,4/3/2021,1
NWT,5/3/2021,0
NWT,6/3/2021,0
NWT,7/3/2021,0
NWT,8/3/2021,0
NWT,9/3/2021,0
NWT,10/3/2021,0
NWT,11/3/2021,0
NWT,12/3/2021,0
NWT,13-03-2021,0
NWT,14-03-2021,0
NWT,15-03-2021,0
NWT,16-03-2021,0
NWT,17-03-2021,0
NWT,18-03-2021,0
NWT,19-03-2021,0
NWT,20-03-2021,0
NWT,21-03-2021,0
NWT,22-03-2021,0
NWT,23-03-2021,0
NWT,24-03-2021,1
NWT,25-03-2021,0
NWT,26-03-2021,0
NWT,27-03-2021,0
NWT,28-03-2021,0
NWT,29-03-2021,0
NWT,30-03-2021,0
NWT,31-03-2021,0
NWT,1/4/2021,0
NWT,2/4/2021,0
NWT,3/4/2021,0
NWT,4/4/2021,0
NWT,5/4/2021,0
NWT,6/4/2021,1
NWT,7/4/2021,0
NWT,8/4/2021,0
NWT,9/4/2021,0
NWT,10/4/2021,0
NWT,11/4/2021,0
NWT,12/4/2021,0
NWT,13-04-2021,0
NWT,14-04-2021,0
NWT,15-04-2021,0
NWT,16-04-2021,0
NWT,17-04-2021,0
NWT,18-04-2021,0
NWT,19-04-2021,1
NWT,20-04-2021,0
NWT,21-04-2021,0
NWT,22-04-2021,0
NWT,23-04-2021,0
NWT,24-04-2021,0
NWT,25-04-2021,0
NWT,26-04-2021,0
NWT,27-04-2021,0
NWT,28-04-2021,2
NWT,29-04-2021,0
NWT,30-04-2021,0
NWT,1/5/2021,0
NWT,2/5/2021,0
NWT,3/5/2021,5
NWT,4/5/2021,1
NWT,5/5/2021,0
NWT,6/5/2021,0
NWT,7/5/2021,0
NWT,8/5/2021,0
NWT,9/5/2021,0
NWT,10/5/2021,0
NWT,11/5/2021,0
NWT,12/5/2021,6
NWT,13-05-2021,14
NWT,14-05-2021,6
NWT,15-05-2021,0
NWT,16-05-2021,0
NWT,17-05-2021,18
NWT,18-05-2021,7
NWT,19-05-2021,1
NWT,20-05-2021,5
NWT,21-05-2021,4
NWT,22-05-2021,0
NWT,23-05-2021,0
NWT,24-05-2021,0
NWT,25-05-2021,6
NWT,26-05-2021,0
NWT,27-05-2021,0
NWT,28-05-2021,1
NWT,29-05-2021,0
NWT,30-05-2021,0
NWT,31-05-2021,4
NWT,1/6/2021,-1
NWT,2/6/2021,0
NWT,3/6/2021,0
NWT,4/6/2021,0
NWT,5/6/2021,0
NWT,6/6/2021,0
NWT,7/6/2021,0
NWT,8/6/2021,0
NWT,9/6/2021,0
NWT,10/6/2021,0
NWT,11/6/2021,0
NWT,12/6/2021,0
NWT,13-06-2021,0
NWT,14-06-2021,0
NWT,15-06-2021,0
NWT,16-06-2021,0
NWT,17-06-2021,0
NWT,18-06-2021,0
NWT,19-06-2021,0
NWT,20-06-2021,0
NWT,21-06-2021,0
NWT,22-06-2021,0
NWT,23-06-2021,0
NWT,24-06-2021,0
NWT,25-06-2021,0
NWT,26-06-2021,0
NWT,27-06-2021,0
NWT,28-06-2021,0
NWT,29-06-2021,0
NWT,30-06-2021,0
NWT,1/7/2021,0
NWT,2/7/2021,0
NWT,3/7/2021,0
NWT,4/7/2021,0
NWT,5/7/2021,0
NWT,6/7/2021,0
NWT,7/7/2021,0
NWT,8/7/2021,0
NWT,9/7/2021,0
NWT,10/7/2021,0
NWT,11/7/2021,0
NWT,12/7/2021,0
NWT,13-07-2021,0
NWT,14-07-2021,0
NWT,15-07-2021,0
NWT,16-07-2021,0
NWT,17-07-2021,0
NWT,18-07-2021,0
NWT,19-07-2021,0
NWT,20-07-2021,0
NWT,21-07-2021,0
NWT,22-07-2021,0
NWT,23-07-2021,0
NWT,24-07-2021,0
NWT,25-07-2021,0
NWT,26-07-2021,0
NWT,27-07-2021,0
NWT,28-07-2021,0
NWT,29-07-2021,0
NWT,30-07-2021,0
NWT,31-07-2021,0
NWT,1/8/2021,0
NWT,2/8/2021,0
NWT,3/8/2021,0
NWT,4/8/2021,1
NWT,5/8/2021,0
NWT,6/8/2021,0
NWT,7/8/2021,0
NWT,8/8/2021,0
NWT,9/8/2021,0
NWT,10/8/2021,0
NWT,11/8/2021,0
NWT,12/8/2021,1
NWT,13-08-2021,0
NWT,14-08-2021,0
NWT,15-08-2021,0
NWT,16-08-2021,0
NWT,17-08-2021,0
NWT,18-08-2021,-8
NWT,19-08-2021,8
NWT,20-08-2021,0
NWT,21-08-2021,1
NWT,22-08-2021,0
NWT,23-08-2021,0
NWT,24-08-2021,1
NWT,25-08-2021,0
NWT,26-08-2021,0
NWT,27-08-2021,75
NWT,28-08-2021,0
NWT,29-08-2021,0
NWT,30-08-2021,126
NWT,31-08-2021,12
NWT,1/9/2021,0
NWT,2/9/2021,12
NWT,3/9/2021,0
NWT,4/9/2021,5
NWT,5/9/2021,0
NWT,6/9/2021,0
NWT,7/9/2021,0
NWT,8/9/2021,48
NWT,9/9/2021,31
NWT,10/9/2021,15
NWT,11/9/2021,0
NWT,12/9/2021,0
NWT,13-09-2021,0
NWT,14-09-2021,16
NWT,15-09-2021,25
NWT,16-09-2021,6
NWT,17-09-2021,0
NWT,18-09-2021,0
NWT,19-09-2021,2
NWT,20-09-2021,0
NWT,21-09-2021,89
NWT,22-09-2021,23
NWT,23-09-2021,11
NWT,24-09-2021,34
NWT,25-09-2021,0
NWT,26-09-2021,0
NWT,27-09-2021,60
NWT,28-09-2021,32
NWT,29-09-2021,0
NWT,30-09-2021,16
NWT,1/10/2021,44
NWT,2/10/2021,0
NWT,3/10/2021,0
NWT,4/10/2021,86
NWT,5/10/2021,25
NWT,6/10/2021,11
NWT,7/10/2021,0
NWT,8/10/2021,13
NWT,9/10/2021,49
NWT,10/10/2021,0
NWT,11/10/2021,0
NWT,12/10/2021,198
NWT,13-10-2021,21
NWT,14-10-2021,18
NWT,15-10-2021,44
NWT,16-10-2021,0
NWT,17-10-2021,0
NWT,18-10-2021,143
NWT,19-10-2021,47
NWT,20-10-2021,18
NWT,21-10-2021,15
NWT,22-10-2021,14
NWT,23-10-2021,0
NWT,24-10-2021,0
NWT,25-10-2021,97
NWT,26-10-2021,23
NWT,27-10-2021,14
NWT,28-10-2021,14
NWT,29-10-2021,28
NWT,30-10-2021,0
NWT,31-10-2021,0
NWT,1/11/2021,76
NWT,2/11/2021,16
NWT,3/11/2021,21
NWT,4/11/2021,9
NWT,5/11/2021,16
NWT,6/11/2021,0
NWT,7/11/2021,0
NWT,8/11/2021,25
NWT,9/11/2021,3
NWT,10/11/2021,1
NWT,11/11/2021,0
NWT,12/11/2021,5
NWT,13-11-2021,0
NWT,14-11-2021,0
NWT,15-11-2021,9
NWT,16-11-2021,4
NWT,17-11-2021,8
NWT,18-11-2021,21
NWT,19-11-2021,14
NWT,20-11-2021,0
NWT,21-11-2021,0
NWT,22-11-2021,63
NWT,23-11-2021,10
NWT,24-11-2021,5
NWT,25-11-2021,6
NWT,26-11-2021,7
NWT,27-11-2021,0
NWT,28-11-2021,0
NWT,29-11-2021,13
NWT,30-11-2021,6
NWT,1/12/2021,0
NWT,2/12/2021,3
NWT,3/12/2021,11
NWT,4/12/2021,0
NWT,5/12/2021,0
NWT,6/12/2021,3
NWT,7/12/2021,0
NWT,8/12/2021,0
NWT,9/12/2021,-1
NWT,10/12/2021,2
NWT,11/12/2021,0
NWT,12/12/2021,0
NWT,13-12-2021,6
NWT,14-12-2021,0
NWT,15-12-2021,1
NWT,16-12-2021,1
NWT,17-12-2021,0
NWT,18-12-2021,0
NWT,19-12-2021,0
NWT,20-12-2021,1
NWT,21-12-2021,2
NWT,22-12-2021,0
NWT,23-12-2021,0
NWT,24-12-2021,0
NWT,25-12-2021,0
NWT,26-12-2021,0
NWT,27-12-2021,0
NWT,28-12-2021,0
NWT,29-12-2021,0
NWT,30-12-2021,11
NWT,31-12-2021,0
NWT,1/1/2022,0
NWT,2/1/2022,0
NWT,3/1/2022,0
NWT,4/1/2022,21
NWT,5/1/2022,10
NWT,6/1/2022,12
NWT,7/1/2022,8
NWT,8/1/2022,0
NWT,9/1/2022,0
NWT,10/1/2022,102
NWT,11/1/2022,62
NWT,12/1/2022,25
NWT,13-01-2022,47
NWT,14-01-2022,78
NWT,15-01-2022,0
NWT,16-01-2022,0
NWT,17-01-2022,410
NWT,18-01-2022,189
NWT,19-01-2022,86
NWT,20-01-2022,69
NWT,21-01-2022,495
NWT,22-01-2022,0
NWT,23-01-2022,0
NWT,24-01-2022,332
NWT,25-01-2022,164
NWT,26-01-2022,148
NWT,27-01-2022,110
NWT,28-01-2022,158
NWT,29-01-2022,0
NWT,30-01-2022,0
NWT,31-01-2022,352
NWT,1/2/2022,169
NWT,2/2/2022,144
NWT,3/2/2022,118
NWT,4/2/2022,202
NWT,5/2/2022,0
NWT,6/2/2022,0
NWT,7/2/2022,344
NWT,8/2/2022,187
NWT,9/2/2022,100
NWT,10/2/2022,112
NWT,11/2/2022,123
NWT,12/2/2022,0
NWT,13-02-2022,0
NWT,14-02-2022,339
NWT,15-02-2022,186
NWT,16-02-2022,151
NWT,17-02-2022,198
NWT,18-02-2022,173
NWT,19-02-2022,0
NWT,20-02-2022,0
NWT,21-02-2022,258
NWT,22-02-2022,132
NWT,23-02-2022,115
NWT,24-02-2022,90
NWT,25-02-2022,66
NWT,26-02-2022,0
NWT,27-02-2022,0
NWT,28-02-2022,212
NWT,1/3/2022,120
NWT,2/3/2022,84
NWT,3/3/2022,95
NWT,4/3/2022,67
NWT,5/3/2022,0
NWT,6/3/2022,0
NWT,7/3/2022,125
NWT,8/3/2022,84
NWT,9/3/2022,76
NWT,10/3/2022,71
NWT,11/3/2022,42
NWT,12/3/2022,0
NWT,13-03-2022,0
NWT,14-03-2022,124
Ontario,12/2/2020,1
Ontario,13-02-2020,0
Ontario,14-02-2020,0
Ontario,15-02-2020,0
Ontario,16-02-2020,0
Ontario,17-02-2020,0
Ontario,18-02-2020,0
Ontario,19-02-2020,0
Ontario,20-02-2020,1
Ontario,21-02-2020,1
Ontario,22-02-2020,0
Ontario,23-02-2020,0
Ontario,24-02-2020,0
Ontario,25-02-2020,0
Ontario,26-02-2020,0
Ontario,27-02-2020,0
Ontario,28-02-2020,0
Ontario,29-02-2020,0
Ontario,1/3/2020,0
Ontario,2/3/2020,0
Ontario,3/3/2020,0
Ontario,4/3/2020,0
Ontario,5/3/2020,1
Ontario,6/3/2020,0
Ontario,7/3/2020,0
Ontario,8/3/2020,0
Ontario,9/3/2020,1
Ontario,10/3/2020,0
Ontario,11/3/2020,0
Ontario,12/3/2020,0
Ontario,13-03-2020,0
Ontario,14-03-2020,0
Ontario,15-03-2020,0
Ontario,16-03-2020,0
Ontario,17-03-2020,0
Ontario,18-03-2020,0
Ontario,19-03-2020,0
Ontario,20-03-2020,0
Ontario,21-03-2020,1
Ontario,22-03-2020,2
Ontario,23-03-2020,0
Ontario,24-03-2020,0
Ontario,25-03-2020,0
Ontario,26-03-2020,0
Ontario,27-03-2020,0
Ontario,28-03-2020,0
Ontario,29-03-2020,0
Ontario,30-03-2020,423
Ontario,31-03-2020,103
Ontario,1/4/2020,155
Ontario,2/4/2020,142
Ontario,3/4/2020,192
Ontario,4/4/2020,196
Ontario,5/4/2020,230
Ontario,6/4/2020,175
Ontario,7/4/2020,178
Ontario,8/4/2020,272
Ontario,9/4/2020,231
Ontario,10/4/2020,269
Ontario,11/4/2020,284
Ontario,12/4/2020,263
Ontario,13-04-2020,236
Ontario,14-04-2020,211
Ontario,15-04-2020,334
Ontario,16-04-2020,292
Ontario,17-04-2020,362
Ontario,18-04-2020,319
Ontario,19-04-2020,334
Ontario,20-04-2020,306
Ontario,21-04-2020,291
Ontario,22-04-2020,415
Ontario,23-04-2020,459
Ontario,24-04-2020,407
Ontario,25-04-2020,422
Ontario,26-04-2020,491
Ontario,27-04-2020,525
Ontario,28-04-2020,439
Ontario,29-04-2020,648
Ontario,30-04-2020,593
Ontario,1/5/2020,620
Ontario,2/5/2020,565
Ontario,3/5/2020,615
Ontario,4/5/2020,500
Ontario,5/5/2020,274
Ontario,6/5/2020,443
Ontario,7/5/2020,347
Ontario,8/5/2020,421
Ontario,9/5/2020,393
Ontario,10/5/2020,389
Ontario,11/5/2020,359
Ontario,12/5/2020,260
Ontario,13-05-2020,454
Ontario,14-05-2020,359
Ontario,15-05-2020,437
Ontario,16-05-2020,379
Ontario,17-05-2020,340
Ontario,18-05-2020,278
Ontario,19-05-2020,260
Ontario,20-05-2020,292
Ontario,21-05-2020,319
Ontario,22-05-2020,258
Ontario,23-05-2020,379
Ontario,24-05-2020,331
Ontario,25-05-2020,221
Ontario,26-05-2020,260
Ontario,27-05-2020,414
Ontario,28-05-2020,301
Ontario,29-05-2020,310
Ontario,30-05-2020,370
Ontario,31-05-2020,457
Ontario,1/6/2020,343
Ontario,2/6/2020,331
Ontario,3/6/2020,327
Ontario,4/6/2020,397
Ontario,5/6/2020,375
Ontario,6/6/2020,364
Ontario,7/6/2020,305
Ontario,8/6/2020,240
Ontario,9/6/2020,337
Ontario,10/6/2020,551
Ontario,11/6/2020,505
Ontario,12/6/2020,302
Ontario,13-06-2020,351
Ontario,14-06-2020,423
Ontario,15-06-2020,252
Ontario,16-06-2020,218
Ontario,17-06-2020,353
Ontario,18-06-2020,220
Ontario,19-06-2020,246
Ontario,20-06-2020,218
Ontario,21-06-2020,251
Ontario,22-06-2020,214
Ontario,23-06-2020,174
Ontario,24-06-2020,229
Ontario,25-06-2020,192
Ontario,26-06-2020,226
Ontario,27-06-2020,178
Ontario,28-06-2020,175
Ontario,29-06-2020,89
Ontario,30-06-2020,148
Ontario,1/7/2020,0
Ontario,2/7/2020,386
Ontario,3/7/2020,179
Ontario,4/7/2020,174
Ontario,5/7/2020,183
Ontario,6/7/2020,160
Ontario,7/7/2020,177
Ontario,8/7/2020,202
Ontario,9/7/2020,172
Ontario,10/7/2020,178
Ontario,11/7/2020,267
Ontario,12/7/2020,112
Ontario,13-07-2020,129
Ontario,14-07-2020,122
Ontario,15-07-2020,135
Ontario,16-07-2020,141
Ontario,17-07-2020,101
Ontario,18-07-2020,132
Ontario,19-07-2020,113
Ontario,20-07-2020,106
Ontario,21-07-2020,92
Ontario,22-07-2020,207
Ontario,23-07-2020,151
Ontario,24-07-2020,137
Ontario,25-07-2020,140
Ontario,26-07-2020,119
Ontario,27-07-2020,102
Ontario,28-07-2020,106
Ontario,29-07-2020,174
Ontario,30-07-2020,165
Ontario,31-07-2020,168
Ontario,1/8/2020,163
Ontario,2/8/2020,122
Ontario,3/8/2020,0
Ontario,4/8/2020,242
Ontario,5/8/2020,146
Ontario,6/8/2020,159
Ontario,7/8/2020,118
Ontario,8/8/2020,107
Ontario,9/8/2020,148
Ontario,10/8/2020,102
Ontario,11/8/2020,75
Ontario,12/8/2020,134
Ontario,13-08-2020,99
Ontario,14-08-2020,83
Ontario,15-08-2020,101
Ontario,16-08-2020,80
Ontario,17-08-2020,83
Ontario,18-08-2020,90
Ontario,19-08-2020,89
Ontario,20-08-2020,76
Ontario,21-08-2020,106
Ontario,22-08-2020,90
Ontario,23-08-2020,108
Ontario,24-08-2020,78
Ontario,25-08-2020,75
Ontario,26-08-2020,115
Ontario,27-08-2020,77
Ontario,28-08-2020,83
Ontario,29-08-2020,103
Ontario,30-08-2020,78
Ontario,31-08-2020,73
Ontario,1/9/2020,92
Ontario,2/9/2020,137
Ontario,3/9/2020,119
Ontario,4/9/2020,116
Ontario,5/9/2020,106
Ontario,6/9/2020,111
Ontario,7/9/2020,0
Ontario,8/9/2020,238
Ontario,9/9/2020,136
Ontario,10/9/2020,142
Ontario,11/9/2020,124
Ontario,12/9/2020,119
Ontario,13-09-2020,124
Ontario,14-09-2020,133
Ontario,15-09-2020,117
Ontario,16-09-2020,154
Ontario,17-09-2020,179
Ontario,18-09-2020,176
Ontario,19-09-2020,177
Ontario,20-09-2020,191
Ontario,21-09-2020,178
Ontario,22-09-2020,196
Ontario,23-09-2020,258
Ontario,24-09-2020,286
Ontario,25-09-2020,283
Ontario,26-09-2020,338
Ontario,27-09-2020,289
Ontario,28-09-2020,331
Ontario,29-09-2020,323
Ontario,30-09-2020,457
Ontario,1/10/2020,515
Ontario,2/10/2020,428
Ontario,3/10/2020,435
Ontario,4/10/2020,534
Ontario,5/10/2020,541
Ontario,6/10/2020,546
Ontario,7/10/2020,707
Ontario,8/10/2020,695
Ontario,9/10/2020,724
Ontario,10/10/2020,700
Ontario,11/10/2020,705
Ontario,12/10/2020,0
Ontario,13-10-2020,1292
Ontario,14-10-2020,783
Ontario,15-10-2020,779
Ontario,16-10-2020,713
Ontario,17-10-2020,682
Ontario,18-10-2020,685
